,Churn Value,Churn Score,Monthly Charges,Total Charges,Tenure Months,CLTV,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Internet Service,Contract,Paperless Billing
3111,0,65,26.4,314.95,12,3277,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3112,0,64,20.15,804.85,40,3915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3113,0,76,58.85,465.7,7,3332,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0
3114,0,49,97.55,6669.05,70,4551,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
3115,0,50,19.65,1161.75,60,6315,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3116,0,21,25.25,947.75,39,4259,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3117,0,53,114.45,8375.05,72,6274,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
3118,0,77,70.7,3770,54,5276,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1
3119,0,64,75.55,4707.85,63,4626,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0
3120,0,43,84.8,6152.4,71,5952,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
3121,0,49,20.65,958.1,42,5956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3122,0,72,20.45,943,47,4342,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3123,0,61,35.65,425.1,11,4986,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
3124,0,42,90.45,5044.8,55,5140,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0
3125,0,20,97.65,6743.55,69,5709,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1
3126,0,74,73.85,196.4,3,2868,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3127,0,75,69.1,2093.9,30,3415,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1
3128,0,36,82.75,417.75,5,5269,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
3129,0,56,24.4,1725.4,71,4412,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
3130,0,55,55.25,1620.2,29,5481,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3131,0,49,61.35,3169.55,52,4729,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
3132,0,33,76.75,5233.25,68,5395,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
3133,0,47,19.4,967.85,46,2320,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3134,0,53,54.75,438.05,8,5317,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
3135,0,36,19.7,1421.9,72,6436,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3136,0,70,19.9,323.15,17,2093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3137,0,70,107.95,318.6,3,5653,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
3138,0,53,83.8,163.7,2,2885,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
3139,0,62,56.4,2928.5,51,4380,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
3140,0,42,20.1,100.35,6,5874,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3141,0,58,94.9,273.2,3,2330,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0
3142,0,54,94.2,1608.15,17,4425,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1
3143,0,45,49.9,1441.95,30,3712,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
3144,0,37,71.05,2168.15,31,4443,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1
3145,0,41,81.65,3618.7,45,5937,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0
3146,0,67,89.45,5692.65,64,5519,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
3147,0,20,99.0,5969.3,61,5177,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
3148,0,59,19.05,19.05,1,5279,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3149,0,32,114.45,8100.55,72,4700,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
3150,0,58,44.25,313.45,7,5014,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
3151,0,38,90.55,6130.95,66,4958,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1
3152,0,72,20.4,745.3,40,5918,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
3153,0,39,71.4,1212.1,16,3360,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1
3154,0,51,24.85,1583.5,67,4833,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3155,0,65,104.45,4162.05,41,2719,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
3156,0,59,19.8,1119.9,56,4681,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3157,0,20,116.45,8013.55,72,5567,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
3158,0,40,20.05,1102.4,54,4212,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3159,0,46,110.75,5832,52,4993,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1
3160,0,45,89.7,4304.5,50,5306,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
3161,0,30,48.7,1421.75,27,3560,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3162,0,78,96.6,6827.5,72,5153,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
3163,0,77,74.3,4698.05,62,5974,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
3164,0,63,54.3,654.5,12,3854,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
3165,0,71,74.85,3268.05,44,3253,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0
3166,0,48,79.95,4362.05,54,4387,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1
3167,0,63,20.05,1386.9,68,5740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3168,0,32,19.4,415.4,20,4958,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3169,0,41,54.9,2614.1,50,4322,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
3170,0,38,24.45,1513.6,58,6490,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
3171,0,34,89.65,3161.6,35,2622,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
3172,0,45,45.4,80.95,2,4964,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3173,0,62,75.7,4676.7,63,5113,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0
3174,0,55,110.65,6526.65,58,4761,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1
3175,0,31,20.55,583.3,27,2269,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3176,0,24,115.15,8078.1,71,4144,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1
3177,0,63,58.55,3503.5,63,6312,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3178,0,63,93.25,6669.45,71,6035,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
3179,0,27,19.35,1292.65,68,6303,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3180,0,58,48.75,48.75,1,5068,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
3181,0,29,109.05,7108.2,65,5692,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
3182,0,69,25.0,1802.55,72,4055,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
3183,0,26,54.9,1505.15,28,2885,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
3184,0,71,24.75,1859.1,72,4185,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3185,0,52,91.15,168.5,2,2686,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
3186,0,73,104.35,6339.45,60,4040,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1
3187,0,43,66.05,1652.4,26,3225,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1
3188,0,43,92.2,6392.85,68,4451,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
3189,0,36,105.2,4599.15,42,5573,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1
3190,0,77,19.6,1134.25,57,6064,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3191,0,78,30.4,1621.35,54,4778,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3192,0,21,61.5,2722.2,44,2059,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1
3193,0,36,69.4,3058.3,42,4701,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
3194,0,67,24.75,1769.6,72,6232,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3195,0,39,91.05,6293.75,71,4644,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
3196,0,61,73.65,1642.75,23,2590,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1
3197,0,78,19.4,578.5,30,3986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3198,0,80,26.2,954.9,35,4419,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3199,0,39,43.85,43.85,1,5913,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3200,0,32,69.7,1490.4,22,4838,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3201,0,70,38.55,280,7,3345,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
3202,0,40,53.1,1901.25,36,2751,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
3203,0,74,20.65,716.4,34,5099,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
3204,0,74,64.45,4720,72,6330,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
3205,0,45,25.1,930.95,36,3040,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3206,0,41,95.15,6770.85,71,5647,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
3207,0,50,79.35,1835.3,23,3558,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
3208,0,37,96.65,1588.25,17,5228,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1
3209,0,43,75.5,75.5,1,2954,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1
3210,0,24,19.7,258.35,12,5104,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3211,0,25,20.5,1502.25,72,6302,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3212,0,44,19.2,19.2,1,4629,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3213,0,73,98.35,6929.4,72,6120,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0
3214,0,26,74.35,4453.3,60,5100,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
3215,0,55,51.35,3244.4,61,4159,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
3216,0,40,45.65,323.45,6,4227,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3217,0,76,20.3,1401.15,72,5265,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3218,0,43,54.2,1739.6,32,4454,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
3219,0,70,90.65,5931,65,6358,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1
3220,0,64,50.9,2333.85,45,3937,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
3221,0,55,25.05,949.85,42,3756,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3222,0,40,74.85,572.45,8,5514,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
3223,0,50,20.5,696.8,32,3114,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3224,0,36,63.55,1381.8,22,2136,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
3225,0,35,47.95,47.95,1,5092,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3226,0,63,45.0,45,1,5669,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
3227,0,23,90.05,4931.8,54,5232,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
3228,0,63,25.3,116.95,4,3808,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
3229,0,33,24.3,1261.7,56,5052,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3230,0,28,75.95,3273.8,45,2185,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1
3231,0,52,19.7,1415.85,71,5921,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3232,0,64,66.4,3958.2,59,6432,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0
3233,0,32,35.75,2492.25,69,4043,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3234,0,43,18.8,279.2,19,2916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3235,0,23,19.4,1083,55,5366,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3236,0,32,19.3,755.5,38,4705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3237,0,67,67.45,3252,47,4074,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1
3238,0,24,20.1,936.85,46,3392,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3239,0,50,58.9,3857.1,65,5657,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
3240,0,63,19.45,1378.45,71,5497,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3241,0,70,50.5,2566.3,52,5185,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
3242,0,31,25.1,171,6,5161,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3243,0,68,60.7,1597.4,26,2502,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3244,0,78,99.0,4744.35,48,3061,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
3245,0,33,104.4,6721.6,64,5133,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1
3246,0,54,44.05,44.05,1,5925,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3247,0,23,24.1,1734.65,72,4264,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3248,0,31,45.55,45.55,1,3173,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3249,0,20,93.8,4539.35,51,5457,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
3250,0,52,19.7,804.25,41,2902,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3251,0,75,70.65,5011.15,72,5176,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
3252,0,53,86.45,3574.5,43,3110,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0
3253,0,61,114.1,8086.4,72,4965,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
3254,0,72,95.2,4563,47,4977,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
3255,0,32,88.55,6362.35,72,6468,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
3256,0,30,20.75,67.1,3,2406,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3257,0,33,44.65,1156.55,26,4512,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1
3258,0,76,60.2,1834.15,29,5517,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
3259,0,80,55.45,1477.65,27,3616,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
3260,0,56,70.3,1706.45,24,3359,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
3261,0,73,60.4,3953.7,67,5356,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
3262,0,20,55.8,1327.85,23,2499,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3263,0,55,31.1,419.7,14,3448,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3264,0,33,50.95,207.35,4,2104,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1
3265,0,71,69.1,1083.7,16,5172,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
3266,0,47,43.95,2007.85,46,4818,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
3267,0,45,86.5,5882.75,68,4280,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1
3268,0,39,69.95,2657.55,38,5858,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0
3269,0,23,90.95,1612.2,17,5687,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1
3270,0,74,19.9,76.65,4,2347,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3271,0,38,20.15,260.7,12,4628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3272,0,73,90.6,6441.85,72,4528,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
3273,0,42,92.0,266.8,3,4345,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1
3274,0,42,24.85,962.25,41,3089,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
3275,0,38,36.0,1382.9,40,5323,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3276,0,47,78.5,571.05,7,3601,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1
3277,0,59,19.95,1399.35,69,4328,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3278,0,27,20.65,150,7,2874,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3279,0,27,30.5,167.2,5,5973,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
3280,0,34,106.1,7657.4,72,5146,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3281,0,59,20.5,865.05,44,3093,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3282,0,35,95.5,6153.85,65,6153,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
3283,0,24,64.6,174.2,3,5277,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
3284,0,23,51.1,1269.6,24,2515,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3285,0,39,89.1,6352.4,72,4627,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
3286,0,55,54.95,1348.5,24,3407,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3287,0,28,20.45,471.55,22,3727,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
3288,0,60,85.95,5931.75,70,6354,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
3289,0,75,60.35,1404.65,25,3192,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
3290,0,28,19.8,726.1,37,2745,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3291,0,49,85.35,1961.6,22,2656,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0
3292,0,52,72.1,4194.85,59,6225,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
3293,0,27,81.05,81.05,1,4396,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1
3294,0,35,20.5,76.95,3,5296,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3295,0,28,111.8,5809.75,53,5713,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1
3296,0,72,20.2,20.2,1,3586,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3297,0,80,19.7,415.9,20,2860,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3298,0,65,19.85,996.95,51,5089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3299,0,63,60.5,3145.15,51,4207,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
3300,0,55,19.55,265.3,13,2816,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3301,0,72,20.9,20.9,1,3901,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3302,0,32,21.05,21.05,1,3389,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
3303,0,36,71.5,4576.3,63,5342,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
3304,0,34,54.65,189.1,3,2168,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3305,0,54,19.2,908.15,46,2776,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3306,0,79,49.8,49.8,1,4796,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
3307,0,62,20.5,1500.95,71,4941,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3308,0,44,90.4,5099.15,55,4603,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
3309,0,33,90.25,6385.95,70,5327,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
3310,0,56,104.6,6885.75,67,4743,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
3311,0,48,50.2,668.85,14,4253,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3312,0,73,95.5,1916.2,20,3186,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1
3313,0,41,95.4,4613.95,49,6136,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
3314,0,53,101.3,7261.25,72,5513,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1
3315,0,72,53.1,2459.8,46,3358,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
3316,0,23,84.85,2048.8,24,2941,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1
3317,0,21,34.25,163.55,5,5100,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
3318,0,78,88.6,2888.7,33,3648,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0
3319,0,55,60.15,2421.6,42,5988,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3320,0,62,99.95,2292.75,23,3515,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
3321,0,27,70.7,553.4,8,4946,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3322,0,20,54.8,3465.7,66,4621,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
3323,0,25,54.8,1291.3,24,4330,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
3324,0,71,100.3,5200.8,53,5377,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
3325,0,39,53.6,3237.05,60,4173,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
3326,0,77,19.35,433.75,20,5811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3327,0,25,85.6,1868.4,23,3513,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
3328,0,75,80.8,5728.55,72,4689,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1
3329,0,22,19.6,390.4,21,4562,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3330,0,60,90.7,2845.15,31,3493,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1
3331,0,38,69.75,3894.4,57,4487,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
3332,0,71,20.0,886.4,45,5169,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3333,0,23,95.25,1021.55,10,4810,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1
3334,0,71,19.95,268.4,14,5770,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3335,0,51,80.85,2204.35,27,4732,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0
3336,0,45,93.3,6398.05,69,5205,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1
3337,0,46,46.35,1662.05,35,4577,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
3338,0,63,78.75,3600.65,45,2595,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0
3339,0,59,83.55,1329.15,17,5564,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
3340,0,37,19.6,422.5,22,2203,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3341,0,59,67.85,4627.65,67,4792,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
3342,0,59,105.65,6717.9,67,6383,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
3343,0,30,75.5,637.4,9,3021,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3344,0,66,20.15,117.95,5,5020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3345,0,54,45.2,2460.55,54,5435,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
3346,0,27,79.25,5731.85,70,5085,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
3347,0,36,85.7,4616.1,53,5957,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
3348,0,30,20.1,589.25,31,3086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3349,0,47,61.8,750.1,13,4749,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0
3350,0,74,49.9,1410.25,28,5250,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
3351,0,65,20.4,743.5,38,3756,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3352,0,59,75.4,3865.45,52,5211,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1
3353,0,43,108.15,6825.65,62,5298,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
3354,0,65,86.25,1340.1,16,3511,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
3355,0,41,95.7,1184,12,5527,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
3356,0,33,116.85,8477.7,72,4055,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
3357,0,54,105.75,7382.85,71,4921,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0
3358,0,39,20.15,456.85,24,3573,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3359,0,38,19.6,331.6,15,2722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3360,0,78,60.95,134.6,2,3172,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
3361,0,24,25.05,125.5,5,2071,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3362,0,50,60.3,2511.3,41,4565,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
3363,0,55,63.95,2737.05,43,4205,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
3364,0,47,74.3,74.3,1,2968,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
3365,0,25,70.6,70.6,1,2576,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3366,0,23,90.55,6404,71,5007,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
3367,0,42,19.45,165.35,7,2600,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3368,0,37,64.45,1867.6,28,3820,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0
3369,0,63,69.65,1043.3,16,5610,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3370,0,71,19.5,128.6,7,4271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3371,0,33,110.5,7455.45,69,4803,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1
3372,0,55,24.7,24.7,1,3065,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3373,0,24,77.4,206.15,3,5528,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1
3374,0,62,85.4,5869.4,69,5976,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
3375,0,22,47.6,3377.8,71,4795,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
3376,0,57,19.4,1346.2,69,6408,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3377,0,78,103.85,4946.05,48,4304,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1
3378,0,33,108.45,4964.7,45,5093,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1
3379,0,34,81.0,4085.75,51,4121,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3380,0,67,86.65,6224.8,72,4621,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
3381,0,42,92.95,3415.25,37,3462,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
3382,0,28,90.35,6325.25,71,6483,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0
3383,0,61,25.15,1683.6,66,6141,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
3384,0,52,76.4,3966.3,51,6385,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1
